CO,CUST#,CUSTOMER NAME,SERVICE NAME,TAX BODY,CYCLE,MTH$,BAL DUE,UNAPPLIED,CURRENT,30+,60+,90+,AREA CD#1,PHONE #1,AREA CD#2,PHONE #2,BILLING ADDR,BILLING CITY,BILLING STATE,BILLING ZIP,SERVICE ADDR,SERVICE CITY,SERVICE STATE,SERVICE ZIP,CONTACT,V0  User Field,V1  CART SURCHARG,V2  MF UNITS,V3  BIZ TYPE,V4  SB1383,V5  Alternate Nam,V6  Opted out of,VARIABLE 7,VARIABLE 8,VARIABLE 9,V10 Old Account #,VARIABLE 11,VARIABLE 12,VARIABLE 13,VARIABLE 14,RES,MTD,YTD,SALES ID,START DT,STOP DT,BILLING STR DT,ACT CD,FEE CODE,PRICE LIST,CREDIT LIMIT,AREA CD#3,PHONE #3,SERVICE COUNTY,SERV MISC FLAG,BILL MISC FLAG,GENERAL EMAIL,BILLING EMAIL,F/C FLAG
01,5401,JESSUP CELLARS,JESSUP CELLARS,Y     ,CA,253.08,0,,0,0,0,0,707,944-8523,707,,6740  WASHINGTON ST,YOUNTVILLE,CA,94599    ,6740  WASHINGTON ST,YOUNTVILLE,CA,94599    ,MARIA,,,,WINERY,,,,,,,,,,,,N,0,2299.74,,06/16/2004,,,,,Y,,,,,,,,,Y
01,5440,AMELIA CLAIRE,AMELIA CLAIRE,S     ,CA,32.62,0,,0,0,0,0,707,963-8502,707,,1230  MAIN ST,ST HELENA,CA,94574    ,1230  MAIN ST,ST HELENA,CA,94574    ,RENE SCULATTI  OWNER,,,,,,,,,,,,,,,,N,0,296.44,,06/21/2004,,06/21/2004,,,S,,,,,,,champaignco@gmail.com,champaignco@gmail.com,Y
01,5492,VINELAND STATION,VINELAND STATION,S     ,CA,32.62,32.62,,32.62,0,0,0,707,486-7070,707,,P O BOX 392,ST HELENA,CA,94574    ,633  MAIN ST,ST HELENA,CA,94574    ,RODNEY FRIEDRICH,,,,STRIP MALL,,,,,,,,,,,,N,0,296.94,,08/03/2004,,08/03/2004,,,S,,,,,,,rodneyfriedrich@gmail.com,,Y
01,5504,ST HELENA STAR,ST HELENA STAR,S     ,CA,32.62,32.62,,32.62,0,0,0,707,963-2731,707,,P O BOX 26682,RICHMOND,VA,23261    ,1200  MAIN ST  SUITE C,ST HELENA,CA,94574    ,ALICE,,,,OFFICE BLD,,,,,,,,,,,,N,0,297.44,,07/20/2004,,07/20/2004,,,S,,,,,,,,,Y
01,5546,MEADOWOOD RESORT,MEADOWOOD RESORT,SC    ,TA,0,2498.88,,2498.88,0,0,0,707,312-0520,,,900  MEADOWOOD LN,ST HELENA,CA,94574    ,900  MEADOWOOD LN,ST HELENA,CA,94574    ,JOSE 707-312-0392,,,,,,,,,,,,,,,,N,0,7998.64,,07/13/2004,,07/13/2004,,,CO,,,,,,,,,Y
01,5662,NAPA SOAP COMPANY,NAPA SOAP COMPANY,S     ,CA,65.25,0,,0,0,0,0,707,963-5010,707,,655  MAIN ST,ST HELENA,CA,94574    ,655  MAIN ST,ST HELENA,CA,94574    ,SHELIA,,,,RETAIL,,,,,,,,,,,,N,0,592.92,,08/10/2004,,,,,S,,,,,,,sheila@napasoap.com,sheila@napasoap.com,Y
01,5827,PENNYWEIGHT,PENNYWEIGHT,S     ,CA,97.87,0,,0,0,0,0,707,963-3198,707,963-5445,1337  MAIN ST,SAINT HELENA,CA,945741904,1337  MAIN ST,ST HELENA,CA,94574    ,MARCUS ROBINS 963-5900,,,,RETAIL,,,,,,,,,,,,N,0,889.36,,09/21/2004,,09/21/2004,,,S,,,,,,,NICHOLE@PENNYWEIGHTNAPAVALLEY.COM,NICHOLE@PENNYWEIGHTNAPAVALLEY.COM,Y
01,5868,ANDERSON CONN VALLEY,ANDERSON CONN VALLEY,SC    ,CA,0,1669.11,,1669.11,0,0,0,707,963-1812,707,963-8600,680  ROSSI RD,ST HELENA,CA,945749646,680  ROSSI RD,ST HELENA,CA,945749646,SIGRID 963-4412 (FEMALE),,,,WINERY,,ANDERSON  DR G A,,,,,,,,,,N,0,11145.29,,10/14/1998,,10/14/1998,,,CO,,,,,,,,,Y
01,5886,SHAW PLUMBING,SHAW PLUMBING,C     ,CA,439.46,439.46,,439.46,0,0,0,707,942-6754,707,,P O BOX 486,CALISTOGA,CA,945150486,711  WASHINGTON ST,CALISTOGA,CA,94515    ,JONNIKA BEJAMIN,,,,,,,,,,,,,,,,N,0,3993.32,,10/01/2004,,10/01/2004,,,C,,,,,,,jonnika@shaw-plumbing.com,april@shaw-plumbing.com,Y
01,5955,COOK,COOK,S     ,CA,668.93,713.93,,713.93,0,0,0,707,963-7088,707,477-7813,1310  MAIN ST,ST HELENA,CA,94574    ,1310  MAIN ST,ST HELENA,CA,94574    ,JUDE,,,,,,,,,,,,,,,,N,0,3921.2,,05/07/2021,,05/07/2021,,,S,,,,,,,meagan@cooksthelena.com,,Y
01,6090,55 DEGREES,55 DEGREES,S     ,CA,130.5,0,,0,0,0,0,707,963-5513,707,,1210  CHURCH ST,ST HELENA,CA,94574    ,1210  CHURCH ST,ST HELENA,CA,94574    ,JOANNE,,,,UTILITY,,,,,,,,,,,,N,0,1185.84,,11/12/2004,,11/12/2004,,,S,,,,,,,denise@fiftyfivedegrees.com,denise@fiftyfivedegrees.com,Y
01,6204,ERIN MARTIN DESIGN,ERIN MARTIN DESIGN,S     ,CA,65.25,0,,0,0,0,0,707,963-4141,707,,1350  MAIN ST,ST HELENA,CA,94574    ,1350  MAIN ST,ST HELENA,CA,94574    ,DIONE,,,,HOME IMPRO,,,,,,,,,,,,N,0,593.75,,12/21/2004,,12/21/2004,,,S,,,,,,,admin@erinmartin.com,admin@erinmartin.com,Y
01,6205,GASTELUM CUSTOM MASONRY,GASTELUM CUSTOM MASONRY,SC    ,CA,89.71,-211.86,,-211.86,0,0,0,707,963-8272,707,963-8272,1230  VINELAND AVE,ST HELENA,CA,94574    ,1230  VINELAND AVE,ST HELENA,CA,94574    ,IRENE,,,,CONTRACTOR,,,,,,,,,,,,N,0,871.79,,06/24/1996,,06/24/1996,,,CO,,,,,,,gcmasonry@comcast.net,gcmasonry@comcast.net,Y
01,6413,UNIVERSITY OF CALIFORNIA DAVIS,UNIVERSITY OF CALIFORNIA DAVIS,YC    ,CA,665.6,665.6,,665.6,0,0,0,530,752-6470,707,,ONE  SHIELDS AVE,DAVIS,CA,956165270,1380  OAKVILLE GRADE,OAKVILLE,CA,94562    ,LOIS STANLEY,,,,MIXED USE,,FACILITY STRUCTU,,,,,,,,,,N,0,5844.41,,01/01/1980,,01/01/1980,,,CO,,,,,,,mtcastles@ucdavis.edu,mtcastles@ucdavis.edu,Y
01,6488,FRENCH LAUNDRY,FRENCH LAUNDRY,Y     ,PA,0,2004,,2004,0,0,0,707,246-8276,707,,6540  WASHINGTON ST,YOUNTVILLE,CA,94599    ,6640  WASHINGTON ST,YOUNTVILLE,CA,94599    ,AARON,,,,,,,,,,,,,,,,N,0,6226.54,,08/08/2017,,08/08/2017,,,Y,,,,,,,,,Y
01,6542,KATHERYN HALL VINEYARDS,KATHERYN HALL VINEYARDS,YC    ,CA,0,0,,0,0,0,0,,967-2626,707,967-2643,401  ST HELENA HWY S,ST HELENA,CA,945742200,60  AUBERGE RD,RUTHERFORD,CA,95473    ,CONTACT: AMY 707-286-7120,,,,WINERY,,,,,,,,,,,,N,0,14297.48,,04/15/2005,,04/15/2005,,,CO,,,,,,,fawright@hallwines.com,fawright@hallwines.com,Y
01,6640,PACIFICO,PACIFICO,C     ,CA,514.46,514.46,,514.46,0,0,0,707,942-4400,707,,1237  LINCOLN AVE,CALISTOGA,CA,94515    ,1237  LINCOLN AVE,CALISTOGA,CA,94515    ,SAL MGR,,,,RESTAURANT,,,,,,,,,,,,N,0,3510.64,,05/05/2005,,05/05/2005,,,C,,,,,,,salcortez0902@gmail.com,,Y
01,6782,HALL WINES,HALL WINES,SC    ,PA,0,0,,0,0,0,0,707,967-0700,707,,401  SAINT HELENA HWY S,SAINT HELENA,CA,945742200,401 S ST HELENA HWY,ST HELENA,CA,94574    ,RICHARD,,,,,,,,,,,,,,,,N,0,16971.85,,06/01/2005,,06/01/2005,,,CO,,,,,,,fawright@hallwines.com,fawright@hallwines.com,Y
01,6796,R & R LAND LLC,PRESS,SC    ,CA,1772.84,2042.84,,2042.84,0,0,0,707,967-0550,707,,2416 E 37TH ST N,WICHITA,KS,67219    ,587 S ST HELENA HWY,ST HELENA,CA,94574    ,STEPHEN BARNT (BILLING),,,,RESTAURANT,,,,,,,,,,,,N,0,15801.62,,06/08/2005,,06/08/2005,,,CO,,,,,,,Stephen.Barnt@lrico.com,,Y
01,6835,NEAL FAMILY VINEYARDS,NEAL FAMILY VINEYARDS,AC    ,CA,482.56,482.56,,482.56,0,0,0,707,963-7303,707,963-7303,716  LIPARITA AVE,ANGWIN,CA,945089605,716  LIPARITA DR,ANGWIN,CA,945089605,MARK NEAL,,,,WINERY,,JACK NEAL & SONS,,,,,,,,,,N,0,4394.96,,05/17/1999,,05/17/1999,,,CO,,,,,,,mneal@jacknealandson.com,,Y
01,7162,PARADIGM WINERY,PARADIGM WINERY,YC    ,CA,760.91,0,,0,0,0,0,707,944-1683,,,P O BOX 323,OAKVILLE,CA,945620323,1307  DWYER RD,OAKVILLE,CA,945620323,,,,,WINERY,,HARRIS  R W,,,,,,,,,,N,0,6914.3,,01/01/1980,,01/01/1980,,,CO,,,,,,,admin@paradigmwinery.com,admin@paradigmwinery.com,Y
01,7567,T & O MASONRY,T & O MASONRY,S     ,CA,363.91,369.37,,369.37,0,0,0,707,963-2582,707,,P O BOX 136,ST HELENA,CA,94574    ,1078  FULTON B LN,ST HELENA,CA,94574    ,JESSICA SMEDING,,,,CONTRACTOR,,,,,,,,,,,,N,0,3312.28,,08/02/2005,,08/02/2005,,,S,,,,,,,jess@t-o-masonry.com,,Y
01,7679,ST HELENA FAMILY CENTER,ST HELENA FAMILY CENTER,S     ,CA,32.62,0,,0,0,0,0,707,963-1919,707,,1440  SPRING ST,ST HELENA,CA,94574    ,1440  SPRING ST,ST HELENA,CA,94574    ,JEANNIE WOLF 963-1919,,,,COMMUNITY,,,,,,,,,,,,N,0,296.44,,08/02/2005,,,,,S,,,,,,,nferriz@upvalleyfamilycenters.org,nferriz@upvalleyfamilycenters.org,Y
01,7849,CIA--VINEYARD LODGE,CIA-VINEYARD LODGE,S     ,CA,2238.2,3332.55,,2254.37,1078.18,0,0,707,967-2301,707,,2555  MAIN ST,ST HELENA,CA,94574    ,830  PRATT AVE,ST HELENA,CA,94574    ,MELANIE,,,,MIXED USE,,,,,,,,,,,,N,0,17737.99,,08/05/2005,,08/05/2005,,,S,,,,,,,e_gilber@culinary.edu,e_gilber@culinary.edu,Y
01,8041,THE SPANISH VILLA INN,SPANISH VILLA INN,SC    ,CA,134.57,0,,0,0,0,0,707,963-7483,707,,474  GLASS MOUNTAIN RD,SAINT HELENA,CA,94574    ,474  GLASS MTN RD,ST HELENA,CA,94574    ,TRACY BRITOS,,,,LODGING,,,,,,,,,,,,N,0,1222.82,,04/30/2008,,,,,CO,,,,,,,,,Y
01,8045,DONGAH FLOUR MILLS,DANA ESTATES  INC,SC    ,CA,179.42,0,,0,0,0,0,707,339-0426,,,P O BOX 153,RUTHERFORD,CA,94573    ,1500 N WHITEHALL LN,ST HELENA,CA,94574    ,,,,,WINERY,,,,,,,,,,,,N,0,1642.61,,08/30/2005,,,,,CO,,,,,,,,,Y
01,8063,AZTECA MARKET,AZTECA MARKET,S     ,CA,1048.95,1398.95,,1398.95,0,0,0,707,963-4963,,,789  MAIN ST,ST HELENA,CA,94574    ,789  MAIN ST,ST HELENA,CA,94574    ,IRVEN BOGARIN,,,,GROCERY,,,,,,,,,,,,N,0,11425.27,,09/06/2005,,09/06/2005,,,S,,,,,,,,,Y
01,8112,VINEYARD 7 & 8,VINEYARD 7 & 8,SC    ,PA,0,268.2,,268.2,0,0,0,707,963-9425,707,963-2250,4028  SPRING MOUNTAIN RD,ST HELENA,CA,94574    ,4028  SPRING MTN RD,ST HELENA,CA,94574    ,WESTLY STEFFENS,,,,,,,,,,,,,,,,N,0,5435.48,,05/30/2006,,05/30/2006,,,CO,,,,,,,steffens@vineyard7and8.com,,Y
01,8141,ADAMVS,ADAMVS,AC    ,CA,540.19,548.29,,548.29,0,0,0,707,965-0555,707,569-1493,501  WHITE COTTAGE RD N,ANGWIN,CA,945089768,501 N WHITE COTTAGE,ANGWIN,CA,94508    ,DOUG,,,,WINERY,,,,,,,,,,,,N,0,4930.48,,10/03/2005,,10/03/2005,,,CO,,,,,,,accounting@adamvs.com,accounting@adamvs.com,Y
01,8212,IGNACIO DELGADILLO,IGNACIO DELGADILLO,S     ,CA,269.13,269.13,,269.13,0,0,0,707,963-9588,707,,1051  ZYGMUNT DR,ST HELENA,CA,94574    ,1336  MONTE VISTA,ST HELENA,CA,94574    ,IGNACIO,,,6,MULTIFAMIL,,,,,,,,,,,,N,0,2445.72,,10/10/2005,,,,,S,,,,,,,,,Y
01,8213,IGNACIO DELGADILLO,IGNACIO DELGADILLO,S     ,CA,65.24,65.24,,65.24,0,0,0,707,963-9588,707,,1051  ZYGMUNT DR,ST HELENA,CA,94574    ,1330  MONTE VISTA,ST HELENA,CA,94574    ,IGNACIO,,,2,DUPLEX,,,,,,,,,,,,N,0,592.88,,10/18/2005,,,,,S,,,,,,,,,Y
01,8327,LA JOTA VYD & WINERY,LA JOTA VYD & WINERY,AC    ,CA,89.71,0,,0,0,0,0,707,948-1949,707,965-2029,P O BOX 328,OAKVILLE,CA,94562    ,1102  LAS POSADAS RD,ANGWIN,CA,94508    ,SAUL LOZA,,,,WINERY,,,,,,,,,,,,N,0,815.2,,11/09/2005,,11/09/2005,,,CO,,,,,,,saul.loza@jswmail.com,,Y
01,8348,MARVIN PESTONI,MARVIN PESTONI,CC    ,TA,0,0,,0,0,0,0,707,,707,,465  KORTUM CANYON RD,CALISTOGA,CA,94515    ,465  KORTUM CANYON RD,CALISTOGA,CA,94515    ,,,,,,,,,,,,,,,,,N,0,0,,11/10/2020,,,,,CO,,,,,,,,,Y
01,8472,LINDA SERENI,LINDA SERENI,C     ,TA,0,0,,0,0,0,0,707,942-4178,707,,1705  GARNETT CREEK CT,CALISTOGA,CA,94515    ,1705  GARNETT CREEK CT,CALISTOGA,CA,94515    ,477-4820 LINDA,,,,,,,,,,,,,,,,N,0,0,,04/02/2007,,04/02/2007,,,CO,,,,,,,,,Y
01,8626,PINA CELLARS,PINA CELLARS,YC    ,CA,89.71,89.71,,89.71,0,0,0,707,738-9328,707,,P O BOX 376,RUTHERFORD,CA,94573    ,8060 S SILVERADO TRL,YOUNTVILLE,CA,94599    ,LARRY,,,,WINERY,,,,,,,,,,,,N,0,816.55,,02/13/2006,,02/13/2006,,,CO,,,,,,,larry@pinanapavalley.com,,Y
01,8657,WINE VALLEY RESTAURANT,WINE VALLEY RESTAURANT,S     ,CA,97.87,0,,0,0,0,0,707,963-3371,707,235-4485,1146  MAIN ST,ST HELENA,CA,94574    ,1146  MAIN ST,ST HELENA,CA,94574    ,ISRAEL CUAMATZI PEREZ,,,,RESTAURANT,,,,,,,,,,,,N,0,927.66,,02/28/2006,,02/28/2006,,,S,,,,,,,IsraelPerez234@ymail.com,IsraelPerez234@ymail.com,Y
01,8688,ROBERT CRAIG WINERY,ROBERT CRAIG WINERY,AC    ,CA,269.14,273.18,,273.18,0,0,0,707,965-1201,707,252-2250,1553  2ND ST,NAPA,CA,945592820,2475  SUMMIT LAKE DR,ANGWIN,CA,94508    ,KIERSTEN BJORKMAN,,,,,,,,,,,,,,,,N,0,2453.72,,03/08/2006,,03/08/2006,,,CO,,,,,,,kiersten@robertcraigwine.com,jason@robertcraigwine.com,Y
01,8747,BALLENTINE VINEYARDS,BALLENTINE VINEYARDS,SC    ,CA,583.49,583.49,,583.49,0,0,0,707,963-3493,707,,2820  N ST HELENA HWY,ST HELENA,CA,94574    ,2820  N ST HELENA HWY,ST HELENA,CA,94574    ,MARTHA GRANT,,,,WINERY,,,,,,,,,,,,N,0,5302.1,,03/27/2006,,03/27/2006,,,CO,,,,,,,martha@ballentinevineyards.com,,N
01,8758,SCREAMING EAGLE PARTNERS LLC,SCREAMING EAGLE PARTNERS LLC,YC    ,CA,1130.67,2733.18,,1277.51,1455.67,0,0,707,944-0749,707,,1000  CHOPPER CIR,DENVER,CO,802045805,7557 S SILVERADO TRL,OAKVILLE,CA,94562    ,,,,,WINERY,,,,,,,,,,,,N,0,9808.57,,04/10/2006,,04/10/2006,,,CO,,,,,,,,,Y
01,8800,RITA GUTIERREZ,RITA GUTIERREZ,CL    ,CA,304.02,63.9,,63.9,0,0,0,707,942-6749,707,,1932  MORA AVE,CALISTOGA,CA,94515    ,602  WASHINGTON ST,CALISTOGA,CA,94515    ,RITA,,,8,MULTIFAMIL,,,,,,,,,,,,N,0,2762.64,,04/13/2006,,,,,CL,,,,,,,,,Y
01,8818,LARKMEAD VINEYARDS,LARKMEAD VINEYARDS,CC    ,CA,370.07,370.07,,370.07,0,0,0,707,942-0167,707,,1100  LARKMEAD LN,CALISTOGA,CA,94515    ,1100  LARKMEAD LN,CALISTOGA,CA,94515    ,ROBERTA,,,,WINERY,,,,,,,,,,,,N,0,3387.17,,04/20/2006,,,,,CO,,,,,,,,,Y
01,8883,BLAKELEY CONSTRUCTION,BLAKELEY CONSTRUCTION,CC    ,CA,482.56,482.56,,482.56,0,0,0,707,942-4383,707,,310  FRANZ VAL SCH RD,CALISTOGA,CA,94515    ,310  FRANZ VAL SCH RD,CALISTOGA,CA,94515    ,LAURIA ALLARD,,,,CONTRACTOR,,,,,,,,,,,,N,0,4384.96,,05/18/2006,,05/18/2006,,,CO,,,,,,,blakeleyconstructioninc@gmail.com,,Y
01,8913,MICHAEL MONDAVI,MICHAEL MONDAVI,YC    ,CA,269.14,269.14,,269.14,0,0,0,707,256-2707,707,255-4813,P O BOX 2350,NAPA,CA,94558    ,5593  S SILVERADO TRL,NAPA,CA,94558    ,LISA,,,,,,,,,,,,,,,,N,0,2445.64,,05/19/2006,,05/19/2006,,,CO,,,,,,,nancy@nancyrsellers.com,nancy@nancyrsellers.com,Y
01,8959,ELIZABETH SPENCER WINES,ELIZABETH SPENCER WINES,YC    ,CA,844.48,0,,0,0,0,0,707,256-9067,707,963-6067,P O BOX 608,RUTHERFORD,CA,94573    ,1165  RUTHERFORD RD,RUTHERFORD,CA,94573    ,MARIA NEWMAN,,,,WINERY,,,,,,,,,,,,N,0,8209.72,,05/29/2006,,,,,CO,,707,963-4768,,,,Kara@elizabethspencerwines.com,Kara@elizabethspencerwines.com,Y
01,9045,MAURICE MARCIANO,MAURICE MARCIANO,SC    ,PA,0,0,,0,0,0,0,707,695-4872,310,859-1300,144 S BEVERLY DR  SUITE #600,BEVERLY HILLS,CA,90212    ,2233  SULPHUR SPGS RD,ST HELENA,CA,94574    ,CLAUDIA,,,,,,,,,,,,,,,,N,0,15353.56,,06/19/2006,,06/19/2006,,,CO,,,,,,,karelina@bevpacllc.com,karelina@bevpacllc.com,Y
01,9090,JESSUP CELLARS,JESSUP CELLARS,Y     ,CA,177.16,0,,0,0,0,0,707,944-5620,707,,6720  WASHINGTON ST,YOUNTVILLE,CA,94599    ,6720  WASHINGTON ST,YOUNTVILLE,CA,94599    ,STELLA,,,,WINERY,,,,,,,,,,,,N,0,1609.84,,07/03/2006,,,,,Y,,,,,,,,,Y
01,9121,ALPHA OMEGA WINERY,ALPHA OMEGA WINERY,YC    ,CA,1624.18,1723.54,,1723.54,0,0,0,707,302-1131,707,,P O BOX 822,RUTHERFORD,CA,94573    ,1155  MEE LN,RUTHERFORD,CA,94573    ,CELL 227-6395,,,,WINERY,,,,,,,,,,,,N,0,13713.58,,07/05/2006,,07/05/2006,,,CO,,,,,,,accounting@aowinery.com,accounting@aowinery.com,Y
01,9195,ATALON WINERY,ATALON WINERY,CC    ,CA,134.57,0,,0,0,0,0,707,948-1949,707,948-1921,P O BOX 328,OAKVILLE,CA,94562    ,3299  BENNETT LN,CALISTOGA,CA,94515    ,SALLEY DREWS,,,,WINERY,,,,,,,,,,,,N,0,1222.82,,07/20/2006,,,,,CO,,,,,,,,,Y
01,9349,KEEVER VINEYARDS,KEEVER VINEYARDS,YC    ,CA,72.9,0,,0,0,0,0,707,944-0910,707,,26  VINEYARD VIEW DR,YOUNTVILLE,CA,94599    ,26  VINEYARD VIEW DR,YOUNTVILLE,CA,94599    ,OLGA KEEVER,,,,WINERY,,,,,,,,,,,,N,0,662.46,,08/21/2006,,08/21/2006,,,CO,,,,,,,ashley@keevervineyards.com,ashley@keevervineyards.com,Y
01,9368,SUTTER HOME,NAPA CELLARS,YC    ,CA,1638.21,1638.21,,1638.21,0,0,0,209,200-1614,707,963-3104,P O BOX 248,SAINT HELENA,CA,945740248,7481 S ST HELENA HWY,OAKVILLE,CA,94562    ,KEVIN LEMASTERS,,,,WINERY,,,,,,,,,,,,N,0,15332.26,,08/24/2006,,08/24/2006,,,CO,,,,,,,abisbikis@tfewines.com,abisbikis@tfewines.com,Y
01,9375,COUNTY OF NAPA,COUNTY OF NAPA BC NAPA COUNTY,C     ,MA,1782.8,0,,0,0,0,0,707,942-5111,707,,1435  OAK ST N,CALISTOGA,CA,94515    ,1435  OAK ST N,CALISTOGA,CA,94515    ,JEFF 320-8725,,,,PARK,,,,,,,,,,,,N,0,0,,08/24/2006,,08/24/2006,,,C,,,,,,,,,N
01,9376,CULINARY INST OF AMERICA,CULINARY INST OF AMERICA,S     ,CA,1185.33,2388.44,,1203.11,1185.33,0,0,707,967-2316,707,967-2501,2555  MAIN    ST,ST HELENA,CA,94574    ,2555  MAIN ST      GW   MX,ST HELENA,CA,94574    ,JEREMEY,,,,RESTAURANT,,,,,,,,,,,,N,0,6406.6,,08/24/2006,,08/24/2006,,,S,,707,967-1100,,,,jeremy.smith@culinary.edu,ciainvoice@culinary.edu,Y
01,9481,AD HOC,AD HOC,Y     ,CA,1601.16,1736.16,,1736.16,0,0,0,707,944-2487,707,,6540  WASHINGTON ST,YOUNTVILLE,CA,94599    ,6476  WASHINGTON ST,YOUNTVILLE,CA,94599    ,A/P LUZ 944-8768 X 618,,,,RESTAURANT,,,,,,,,,,,,N,0,16483.07,,09/20/2006,,09/20/2006,,,Y,,,,,,,bpiotrowski@adhocrestaurant.com,bpiotrowski@adhocrestaurant.com,Y
01,9784,CAYMUS VYDS,CAYMUS VYDS,YC    ,CA,134.57,134.57,,134.57,0,0,0,707,963-4204,707,,P O BOX 268,RUTHERFORD,CA,94573    ,1085  GALLERON LN,RUTHERFORD,CA,94573    ,MARK,,,,VINEYARD,,,,,,,,,,,,N,0,1222.82,,01/03/2007,,01/03/2007,,,CO,,,,,,,ap@caymus.com,ap@caymus.com,Y
01,9819,DAISY,DAISY,S     ,CA,32.62,32.62,,32.62,0,0,0,707,963-2154,707,,1332  MAIN ST,ST HELENA,CA,94574    ,1332  MAIN ST,ST HELENA,CA,94574    ,NOREEN  FETZZER,,,,RETAIL,,,,,,,,,,,,N,0,296.94,,01/09/2007,,,,,S,,,,,,,,,Y
01,9846,MASONIC HALL ASSOC,MASONIC HALL ASSOC,S     ,CA,97.87,97.87,,97.87,0,0,0,720,841-7340,707,,P O BOX 243,ST HELENA,CA,94574    ,1335  MAIN ST  A,ST HELENA,CA,94574    ,HECTOR MARQUIZ PRESIDENT,,,,COMMUNITY,,,,,,,,,,,,N,0,889.36,,01/16/2007,,01/16/2007,,,S,,,,,,,,,Y
01,9850,ANTIQUE FAIR,ANTIQUE FAIR,Y     ,CA,253.08,253.08,,253.08,0,0,0,707,944-9580,707,,P O BOX 3900,YOUNTVILLE,CA,94599    ,6512  WASHINGTON ST,YOUNTVILLE,CA,94599    ,SARA FORD,,,,RETAIL,,,,,,,,,,,,N,0,2299.74,,01/22/2007,,,,,Y,,,,,,,,,Y
01,9860,CITY OF ST HELENA,CITY OF ST HELENA RO  CORP YAR,S     ,MA,0,0,,0,0,0,0,707,968-2750,707,968-2658,1572  RAILROAD AVE,SAINT HELENA,CA,945741169,1405  CHARTER OAK,ST HELENA,CA,945741854,DARRIN 707 339 3748,,,,,,CITY OF ST HELEN,,,,,,,,,,N,0,3672.62,,01/23/1989,,01/23/1989,,,S,,,,,,,apfinance@cityofsthelena.org,APFinance@cityofsthelena.org,N
01,9867,BERINGER,BERINGER HUDSON HOUSE,S     ,CA,696.01,0,,0,0,0,0,707,256-9740,,,P O BOX 4500,NAPA,CA,94558    ,2000  MAIN ST,ST HELENA,CA,94574    ,GINA BALDRIDGE,,,,,,BERINGER,,,,,,,,,,N,0,3604.48,,05/15/2021,,11/28/1990,,,S,,,,,,,gina.baldridge@tweglobal.com,gina.baldridge@tweglobal.com,N
01,9906,HELMER & SONS,HELMER & SONS,AC    ,CA,1005.67,0,,0,0,0,0,707,965-2425,707,965-2425,P O BOX 868,ANGWIN,CA,94508    ,910 N HOWELL MTN RD,ANGWIN,CA,94508    ,HEATHER,,,,CONTRACTOR,,HELMER & SONS,,,,,,,,,,N,0,9138.4,,04/13/1994,,04/13/1994,,,CO,,,,,,,heather@helmer.net,,Y
01,9910,OAKVILLE POST OFFICE,OAKVILLE POST OFFICE,YC    ,CA,44.86,44.86,,44.86,0,0,0,707,944-2600,707,,P O BOX 9998,OAKVILLE,CA,945629998,7856  S ST HELENA HWY,OAKVILLE,CA,94562    ,JULIE BURNS,,,,POSTOFFICE,,,,,,,,,,,,N,0,407.62,,02/19/2007,,02/19/2007,,,CO,,,,,,,juliana.i.burns@usps.gov,,Y
01,9920,WINDY MYERS,WINERIDGE APTS,CL    ,CA,2317.12,2317.12,,2317.12,0,0,0,916,996-3479,707,942-0246,P O BOX 19311,RENO,NV,89511    ,1714  WASHINGTON ST,CALISTOGA,CA,95405    ,DENA OR JERRY 942-0246,,,,MULTIFAMIL,,J.A.M.ENTERPRISE,,,,,,,,,,N,0,21489.28,,06/09/1986,,,,,CL,,,,,,,kwmyers2000@yahoo.com,kwmyers2000@yahoo.com,Y
01,9928,CARMELITE MONASTERY,CARMELITE MONASTERY,YC    ,CA,269.14,377.23,,377.23,0,0,0,707,944-2454,707,944-2454,P O BOX 347,OAKVILLE,CA,945620347,20  WALNUT DR,OAKVILLE,CA,945620347,HELGA,,,,CHURCH,,CARMALITE MONAST,,,,,,,,,,N,0,5212.57,,07/08/1987,,07/08/1987,,,CO,,,,,,,,,Y
01,9929,UP VALLEY INN,UP VALLEY INN,C     ,CA,1627.98,0,,0,0,0,0,707,942-9400,707,942-9400,455  ORCHARD ST  205,SANTA ROSA,CA,95404    ,1865  LINCOLN AVE,CALISTOGA,CA,945151114,X,,,,LODGING,,COMFORT INN,,,,,,,,,,N,0,14994.99,,07/18/1994,,07/18/1994,,,C,,,,,,,admin@anvayagroup.com,admin@anvayagroup.com,Y
01,9964,OLE HEALTH (CLINIC OLE),CLINIC OLE,C     ,CA,276.77,276.77,,276.77,0,0,0,707,254-1776,707,,1141  PEAR TREE LN  SUITE 100,NAPA,CA,945586485,911  WASHINGTON ST,CALISTOGA,CA,94515    ,ESPERANCA VARGAS,,,,MEDICAL,,,,,,,,,,,,N,0,2518.44,,03/08/2007,,,,,C,,,,,,,ap@olehealth.org,ap@olehealth.org,Y
01,9992,MEADOWOOD HOTEL,MEADOWOOD HOTEL,SC    ,CA,6639.69,6639.69,,6639.69,0,0,0,707,967-1200,707,963-3646,900  MEADOWOOD LN,ST HELENA,CA,945749620,900  MEADOWOOD LN,ST HELENA,CA,945749620,A/P ROSA 963-3646,,,,,,MEADOWOOD HOTEL,,,,,,,,,,N,0,26755.03,,10/21/1986,,10/21/1986,,,CO,,707,967-1241,,,,ap@meadowood.com,,Y
